CFGMEM_ID,HIDDEN,NAME,COMPATIBLE_DEVICES,MEM_DEVICE,MEM_TYPE,MEM_DENSITY,DATA_WIDTH,COMPATIBLE_RS_PINS,MEM_MANUFACTURER,MEM_INTERFACE_FILE,NUM_CFG_FILES,MEM_DEVICE_ALIAS,MEM_FAMILY
279,0,m29w256gh-bpi-x8,#NAME?,m29w256gh,bpi,256,x8,"""24:13""",Micron,,1,,m29w
280,0,m29w256gl-bpi-x8,#NAME?,m29w256gl,bpi,256,x8,"""24:13""",Micron,,1,,m29w
290,0,jedec4.51-4gb-emmc,#NAME?,jedec4.51-4gb,emmc,32768,,,,,1,,
291,0,jedec4.51-8gb-emmc,#NAME?,jedec4.51-8gb,emmc,65536,,,,,1,,
292,0,jedec4.51-16gb-emmc,#NAME?,jedec4.51-16gb,emmc,131072,,,,,1,,
293,0,jedec4.51-32gb-emmc,#NAME?,jedec4.51-32gb,emmc,262144,,,,,1,,
294,0,jedec4.51-64gb-emmc,#NAME?,jedec4.51-64gb,emmc,524288,,,,,1,,
295,1,jedec4.51-emmc,#NAME?,jedec4.51,emmc,524288,,,,,1,,
299,0,s29gl512t-bpi-x8,#NAME?,s29gl512t,bpi,512,x8,"""25:13""",Spansion,,1,,s29glxxxt
300,0,s29gl01gt-bpi-x8,#NAME?,s29gl01gt,bpi,1024,x8,"""26:13""",Spansion,,1,,s29glxxxt
301,0,s29gl512t-bpi-x16,#NAME?,s29gl512t,bpi,512,x16,"""24:13""",Spansion,,1,,s29glxxxt
302,0,s29gl01gt-bpi-x16,#NAME?,s29gl01gt,bpi,1024,x16,"""25:13""",Spansion,,1,,s29glxxxt
303,0,n25q64-3.3v-qspi-x4-single,#NAME?,n25q64-3.3v,qspi,64,x4-single,,Micron,,1,,n25q
304,0,n25q64-3.3v-qspi-x8-dual_parallel,#NAME?,n25q64-3.3v,qspi,64,x8-dual_parallel,,Micron,,1,,n25q
305,0,n25q64-3.3v-qspi-x4-dual_stacked,#NAME?,n25q64-3.3v,qspi,64,x4-dual_stacked,,Micron,,1,,n25q
306,0,mt25ql128-qspi-x4-single,#NAME?,mt25ql128,qspi,128,x4-single,,Micron,,1,n25q128-3.3v-qspi-x4-single,mt25ql
307,0,mt25ql128-qspi-x8-dual_parallel,#NAME?,mt25ql128,qspi,128,x8-dual_parallel,,Micron,,1,n25q128-3.3v-qspi-x8-dual_parallel,mt25ql
308,0,mt25ql128-qspi-x4-dual_stacked,#NAME?,mt25ql128,qspi,128,x4-dual_stacked,,Micron,,1,n25q128-3.3v-qspi-x4-dual_stacked,mt25ql
309,0,mt25ql256-qspi-x4-single,#NAME?,mt25ql256,qspi,256,x4-single,,Micron,,1,n25q256-3.3v-qspi-x4-single,mt25ql
310,0,mt25ql256-qspi-x8-dual_parallel,#NAME?,mt25ql256,qspi,256,x8-dual_parallel,,Micron,,1,n25q256-3.3v-qspi-x8-dual_parallel,mt25ql
311,0,mt25ql256-qspi-x4-dual_stacked,#NAME?,mt25ql256,qspi,256,x4-dual_stacked,,Micron,,1,n25q256-3.3v-qspi-x4-dual_stacked,mt25ql
312,0,mt25ql512-qspi-x4-single,#NAME?,mt25ql512,qspi,512,x4-single,,Micron,,1,n25q512-3.3v-qspi-x4-single,mt25ql
313,0,mt25ql512-qspi-x8-dual_parallel,#NAME?,mt25ql512,qspi,512,x8-dual_parallel,,Micron,,1,n25q512-3.3v-qspi-x8-dual_parallel,mt25ql
314,0,mt25ql512-qspi-x4-dual_stacked,#NAME?,mt25ql512,qspi,512,x4-dual_stacked,,Micron,,1,n25q512-3.3v-qspi-x4-dual_stacked,mt25ql
315,0,mt25ql01g-qspi-x4-single,#NAME?,mt25ql01g,qspi,1024,x4-single,,Micron,,1,n25q00a-3.3v-qspi-x4-single,mt25ql
316,0,mt25ql01g-qspi-x8-dual_parallel,#NAME?,mt25ql01g,qspi,1024,x8-dual_parallel,,Micron,,1,n25q00a-3.3v-qspi-x8-dual_parallel,mt25ql
317,0,mt25ql01g-qspi-x4-dual_stacked,#NAME?,mt25ql01g,qspi,1024,x4-dual_stacked,,Micron,,1,n25q00a-3.3v-qspi-x4-dual_stacked,mt25ql
318,0,s70gl02gt-bpi-x8,#NAME?,s70gl02gt,bpi,2048,x8,"""27:13""",Spansion,,1,,s29glxxxt
319,0,s70gl02gt-bpi-x16,#NAME?,s70gl02gt,bpi,2048,x16,"""26:13""",Spansion,,1,,s29glxxxt
320,0,mt28fw02gb-bpi-x16,#NAME?,mt28fw02gb,bpi,2048,x16,"""26:13""",Micron,,1,,mt28fw
325,0,mx66u1g45g-spi-x1_x2_x4,#NAME?,mx66u1g45g,spi,1024,x1_x2_x4,,Macronix,,1,,mx66u
326,0,mx66u1g45g-spi-x1_x2_x4_x8,#NAME?,mx66u1g45g,spi,1024,x1_x2_x4_x8,,Macronix,,2,,mx66u
327,0,mx66l1g45g-spi-x1_x2_x4,#NAME?,mx66l1g45g,spi,1024,x1_x2_x4,,Macronix,,1,,mx66l
328,0,mx66l1g45g-spi-x1_x2_x4_x8,#NAME?,mx66l1g45g,spi,1024,x1_x2_x4_x8,,Macronix,,2,,mx66l
331,0,mx25l6473f-spi-x1_x2_x4,#NAME?,mx25l6433f,spi,64,x1_x2_x4,,Macronix,,1,mx25l6433f-spi-x1_x2_x4,mx25l
332,0,mx25l6473f-spi-x1_x2_x4_x8,#NAME?,mx25l6433f,spi,64,x1_x2_x4_x8,,Macronix,,2,mx25l6433f-spi-x1_x2_x4_x8,mx25l
333,0,mx25u3235f-spi-x1_x2_x4,#NAME?,mx25u3235f,spi,32,x1_x2_x4,,Macronix,,1,mx25u3232f-spi-x1_x2_x4,mx25u
334,0,mx25u3235f-spi-x1_x2_x4_x8,#NAME?,mx25u3235f,spi,32,x1_x2_x4_x8,,Macronix,,2,mx25u3232f-spi-x1_x2_x4_x8,mx25u
335,0,mx25l3273f-spi-x1_x2_x4,#NAME?,mx25l3273f,spi,32,x1_x2_x4,,Macronix,,1,mx25l3233f-spi-x1_x2_x4,mx25l
336,0,mx25l3273f-spi-x1_x2_x4_x8,#NAME?,mx25l3273f,spi,32,x1_x2_x4_x8,,Macronix,,2,mx25l3233f-spi-x1_x2_x4_x8,mx25l
337,0,mx25u1635f-spi-x1_x2_x4,#NAME?,mx25u1635f,spi,16,x1_x2_x4,,Macronix,,1,mx25u1632f-spi-x1_x2_x4,mx25u
338,0,mx25u1635f-spi-x1_x2_x4_x8,#NAME?,mx25u1635f,spi,16,x1_x2_x4_x8,,Macronix,,2,mx25u1632f-spi-x1_x2_x4_x8,mx25u
339,0,mx25v1635f-spi-x1_x2_x4,#NAME?,mx25v1635f,spi,16,x1_x2_x4,,Macronix,,1,,mx25l
340,0,mx25v1635f-spi-x1_x2_x4_x8,#NAME?,mx25v1635f,spi,16,x1_x2_x4_x8,,Macronix,,2,,mx25l
341,0,mx25l3233f-spi-x1_x2_x4,#NAME?,mx25l3233f,qspi,32,x1_x2_x4,,Macronix,,2,mx25l3233f-spi-x1_x2_x4,mx25l
343,0,mx25v8035f-spi-x1_x2_x4,#NAME?,mx25v8035f,spi,8,x1_x2_x4,,Macronix,,1,,mx25l
344,0,mx25v8035f-spi-x1_x2_x4_x8,#NAME?,mx25v8035f,spi,8,x1_x2_x4_x8,,Macronix,,2,,mx25l
345,0,mx66u2g45g-spi-x1_x2_x4,#NAME?,mx66u2g45g,spi,2048,x1_x2_x4,,Macronix,,1,,mx66u
346,0,mx66u2g45g-spi-x1_x2_x4_x8,#NAME?,mx66u2g45g,spi,2048,x1_x2_x4_x8,,Macronix,,2,,mx66u
347,0,mx66l2g45g-spi-x1_x2_x4,#NAME?,mx66l2g45g,spi,2048,x1_x2_x4,,Macronix,,1,,mx66l
348,0,mx66l2g45g-spi-x1_x2_x4_x8,#NAME?,mx66l2g45g,spi,2048,x1_x2_x4_x8,,Macronix,,2,,mx66l
349,0,s25fl064l-spi-x1_x2_x4,#NAME?,s25fl064l,spi,64,x1_x2_x4,,Spansion,,1,,s25flxxxl
358,0,n25q64-1.8v-qspi-x2-single,#NAME?,n25q64-1.8v,qspi,64,x2-single,,Micron,,1,,n25q
359,0,n25q64-1.8v-qspi-x2-dual_stacked,#NAME?,n25q64-1.8v,qspi,64,x2-dual_stacked,,Micron,,1,,n25q
360,0,n25q64-1.8v-qspi-x1-single,#NAME?,n25q64-1.8v,qspi,64,x1-single,,Micron,,1,,n25q
361,0,n25q64-1.8v-qspi-x1-dual_stacked,#NAME?,n25q64-1.8v,qspi,64,x1-dual_stacked,,Micron,,1,,n25q
362,0,mt25qu128-qspi-x2-single,#NAME?,mt25qu128,qspi,128,x2-single,,Micron,,1,n25q128-1.8v-qspi-x2-single,mt25qu
363,0,mt25qu128-qspi-x2-dual_stacked,#NAME?,mt25qu128,qspi,128,x2-dual_stacked,,Micron,,1,n25q128-1.8v-qspi-x2-dual_stacked,mt25qu
364,0,mt25qu128-qspi-x1-single,#NAME?,mt25qu128,qspi,128,x1-single,,Micron,,1,n25q128-1.8v-qspi-x1-single,mt25qu
365,0,mt25qu128-qspi-x1-dual_stacked,#NAME?,mt25qu128,qspi,128,x1-dual_stacked,,Micron,,1,n25q128-1.8v-qspi-x1-dual_stacked,mt25qu
366,0,mt25qu256-qspi-x2-single,#NAME?,mt25qu256,qspi,256,x2-single,,Micron,,1,n25q256-1.8v-qspi-x2-single,mt25qu
367,0,mt25qu256-qspi-x2-dual_stacked,#NAME?,mt25qu256,qspi,256,x2-dual_stacked,,Micron,,1,n25q256-1.8v-qspi-x2-dual_stacked,mt25qu
368,0,mt25qu256-qspi-x1-single,#NAME?,mt25qu256,qspi,256,x1-single,,Micron,,1,n25q256-1.8v-qspi-x1-single,mt25qu
369,0,mt25qu256-qspi-x1-dual_stacked,#NAME?,mt25qu256,qspi,256,x1-dual_stacked,,Micron,,1,n25q256-1.8v-qspi-x1-dual_stacked,mt25qu
370,0,mt25qu512-qspi-x2-single,#NAME?,mt25qu512,qspi,512,x2-single,,Micron,,1,n25q512-1.8v-qspi-x2-single,mt25qu
371,0,mt25qu512-qspi-x2-dual_stacked,#NAME?,mt25qu512,qspi,512,x2-dual_stacked,,Micron,,1,n25q512-1.8v-qspi-x2-dual_stacked,mt25qu
372,0,mt25qu512-qspi-x1-single,#NAME?,mt25qu512,qspi,512,x1-single,,Micron,,1,n25q512-1.8v-qspi-x1-single,mt25qu
373,0,mt25qu512-qspi-x1-dual_stacked,#NAME?,mt25qu512,qspi,512,x1-dual_stacked,,Micron,,1,n25q512-1.8v-qspi-x1-dual_stacked,mt25qu
374,0,mt25qu01g-qspi-x2-single,#NAME?,mt25qu01g,qspi,1024,x2-single,,Micron,,1,n25q00a-1.8v-qspi-x2-single,mt25qu
375,0,mt25qu01g-qspi-x2-dual_stacked,#NAME?,mt25qu01g,qspi,1024,x2-dual_stacked,,Micron,,1,n25q00a-1.8v-qspi-x2-dual_stacked,mt25qu
376,0,mt25qu01g-qspi-x1-single,#NAME?,mt25qu01g,qspi,1024,x1-single,,Micron,,1,n25q00a-1.8v-qspi-x1-single,mt25qu
377,0,mt25qu01g-qspi-x1-dual_stacked,#NAME?,mt25qu01g,qspi,1024,x1-dual_stacked,,Micron,,1,n25q00a-1.8v-qspi-x1-dual_stacked,mt25qu
378,0,s25fl129p-qspi-x2-single,#NAME?,s25fl129p,qspi,128,x2-single,,Spansion,,1,,s25flxxxp
379,0,s25fl129p-qspi-x2-dual_stacked,#NAME?,s25fl129p,qspi,128,x2-dual_stacked,,Spansion,,1,,s25flxxxp
380,0,s25fl129p-qspi-x1-single,#NAME?,s25fl129p,qspi,128,x1-single,,Spansion,,1,,s25flxxxp
381,0,s25fl129p-qspi-x1-dual_stacked,#NAME?,s25fl129p,qspi,128,x1-dual_stacked,,Spansion,,1,,s25flxxxp
382,0,s25fl128s-3.3v-qspi-x2-single,#NAME?,s25fl128s-3.3v,qspi,128,x2-single,,Spansion,,1,s25fl127s-3.3v-qspi-x4-single,s25flxxxs
383,0,s25fl128s-3.3v-qspi-x2-dual_stacked,#NAME?,s25fl128s-3.3v,qspi,128,x2-dual_stacked,,Spansion,,1,s25fl127s-3.3v-qspi-x4-single,s25flxxxs
384,0,s25fl128s-3.3v-qspi-x1-single,#NAME?,s25fl128s-3.3v,qspi,128,x1-single,,Spansion,,1,s25fl127s-3.3v-qspi-x4-single,s25flxxxs
385,0,s25fl128s-3.3v-qspi-x1-dual_stacked,#NAME?,s25fl128s-3.3v,qspi,128,x1-dual_stacked,,Spansion,,1,s25fl127s-3.3v-qspi-x4-single,s25flxxxs
386,0,s25fl128s-1.8v-qspi-x2-single,#NAME?,s25fl128s-1.8v,qspi,128,x2-single,,Spansion,,1,s25fl127s-1.8v-qspi-x4-single,s25flxxxs
387,0,s25fl128s-1.8v-qspi-x2-dual_stacked,#NAME?,s25fl128s-1.8v,qspi,128,x2-dual_stacked,,Spansion,,1,s25fl127s-1.8v-qspi-x4-single,s25flxxxs
388,0,s25fl128s-1.8v-qspi-x1-single,#NAME?,s25fl128s-1.8v,qspi,128,x1-single,,Spansion,,1,s25fl127s-1.8v-qspi-x4-single,s25flxxxs
389,0,s25fl128s-1.8v-qspi-x1-dual_stacked,#NAME?,s25fl128s-1.8v,qspi,128,x1-dual_stacked,,Spansion,,1,s25fl127s-1.8v-qspi-x4-single,s25flxxxs
390,0,s25fl256s-3.3v-qspi-x2-single,#NAME?,s25fl256s-3.3v,qspi,256,x2-single,,Spansion,,1,,s25flxxxs
391,0,s25fl256s-3.3v-qspi-x2-dual_stacked,#NAME?,s25fl256s-3.3v,qspi,256,x2-dual_stacked,,Spansion,,1,,s25flxxxs
392,0,s25fl256s-3.3v-qspi-x1-single,#NAME?,s25fl256s-3.3v,qspi,256,x1-single,,Spansion,,1,,s25flxxxs
393,0,s25fl256s-3.3v-qspi-x1-dual_stacked,#NAME?,s25fl256s-3.3v,qspi,256,x1-dual_stacked,,Spansion,,1,,s25flxxxs
394,0,s25fl256s-1.8v-qspi-x2-single,#NAME?,s25fl256s-1.8v,qspi,256,x2-single,,Spansion,,1,,s25flxxxs
395,0,s25fl256s-1.8v-qspi-x2-dual_stacked,#NAME?,s25fl256s-1.8v,qspi,256,x2-dual_stacked,,Spansion,,1,,s25flxxxs
396,0,s25fl256s-1.8v-qspi-x1-single,#NAME?,s25fl256s-1.8v,qspi,256,x1-single,,Spansion,,1,,s25flxxxs
397,0,s25fl256s-1.8v-qspi-x1-dual_stacked,#NAME?,s25fl256s-1.8v,qspi,256,x1-dual_stacked,,Spansion,,1,,s25flxxxs
398,0,s25fl512s-1.8v-qspi-x2-single,#NAME?,s25fl512s-1.8v,qspi,512,x2-single,,Spansion,,1,,s25flxxxs
399,0,s25fl512s-1.8v-qspi-x2-dual_stacked,#NAME?,s25fl512s-1.8v,qspi,512,x2-dual_stacked,,Spansion,,1,,s25flxxxs
400,0,s25fl512s-1.8v-qspi-x1-single,#NAME?,s25fl512s-1.8v,qspi,512,x1-single,,Spansion,,1,,s25flxxxs
401,0,s25fl512s-1.8v-qspi-x1-dual_stacked,#NAME?,s25fl512s-1.8v,qspi,512,x1-dual_stacked,,Spansion,,1,,s25flxxxs
402,0,w25q128fv-qspi-x2-single,#NAME?,w25q128fv,qspi,128,x2-single,,Winbond,,1,w25q128jv-qspi-x2-single,w25q
403,0,w25q128fv-qspi-x2-dual_stacked,#NAME?,w25q128fv,qspi,128,x2-dual_stacked,,Winbond,,1,w25q128jv-qspi-x2-dual_stacked,w25q
404,0,w25q128fv-qspi-x1-single,#NAME?,w25q128fv,qspi,128,x1-single,,Winbond,,1,w25q128jv-qspi-x1-single,w25q
405,0,w25q128fv-qspi-x1-dual_stacked,#NAME?,w25q128fv,qspi,128,x1-dual_stacked,,Winbond,,1,w25q128jv-qspi-x1-dual_stacked,w25q
406,0,mx25l25635f-qspi-x2-single,#NAME?,mx25l25635f,qspi,256,x2-single,,Macronix,,1,mx25l25645g-qspi-x2-single,mx25l
407,0,mx25l25635f-qspi-x2-dual_stacked,#NAME?,mx25l25635f,qspi,256,x2-dual_stacked,,Macronix,,1,mx25l25645g-qspi-x2-dual_stacked,mx25l
408,0,mx25l25635f-qspi-x1-single,#NAME?,mx25l25635f,qspi,256,x1-single,,Macronix,,1,mx25l25645g-qspi-x1-single,mx25l
409,0,mx25l25635f-qspi-x1-dual_stacked,#NAME?,mx25l25635f,qspi,256,x1-dual_stacked,,Macronix,,1,mx25l25645g-qspi-x1-dual_stacked,mx25l
414,0,mx66l51235f-qspi-x2-single,#NAME?,mx66l51235f,qspi,512,x2-single,,Macronix,,1,,mx66l
415,0,mx66l51235f-qspi-x2-dual_stacked,#NAME?,mx66l51235f,qspi,512,x2-dual_stacked,,Macronix,,1,,mx66l
416,0,mx66l51235f-qspi-x1-single,#NAME?,mx66l51235f,qspi,512,x1-single,,Macronix,,1,,mx66l
417,0,mx66l51235f-qspi-x1-dual_stacked,#NAME?,mx66l51235f,qspi,512,x1-dual_stacked,,Macronix,,1,,mx66l
426,0,mt25ql02g-qspi-x2-single,#NAME?,mt25ql02g,qspi,2048,x2-single,,Micron,,1,,mt25ql
427,0,mt25ql02g-qspi-x2-dual_stacked,#NAME?,mt25ql02g,qspi,2048,x2-dual_stacked,,Micron,,1,,mt25ql
428,0,mt25ql02g-qspi-x1-single,#NAME?,mt25ql02g,qspi,2048,x1-single,,Micron,,1,,mt25ql
429,0,mt25ql02g-qspi-x1-dual_stacked,#NAME?,mt25ql02g,qspi,2048,x1-dual_stacked,,Micron,,1,,mt25ql
434,0,n25q64-3.3v-qspi-x2-single,#NAME?,n25q64-3.3v,qspi,64,x2-single,,Micron,,1,,n25q
435,0,n25q64-3.3v-qspi-x2-dual_stacked,#NAME?,n25q64-3.3v,qspi,64,x2-dual_stacked,,Micron,,1,,n25q
436,0,n25q64-3.3v-qspi-x1-single,#NAME?,n25q64-3.3v,qspi,64,x1-single,,Micron,,1,,n25q
437,0,n25q64-3.3v-qspi-x1-dual_stacked,#NAME?,n25q64-3.3v,qspi,64,x1-dual_stacked,,Micron,,1,,n25q
438,0,mt25ql128-qspi-x2-single,#NAME?,mt25ql128,qspi,128,x2-single,,Micron,,1,n25q128-3.3v-qspi-x2-single,mt25ql
439,0,mt25ql128-qspi-x2-dual_stacked,#NAME?,mt25ql128,qspi,128,x2-dual_stacked,,Micron,,1,n25q128-3.3v-qspi-x2-dual_stacked,mt25ql
440,0,mt25ql128-qspi-x1-single,#NAME?,mt25ql128,qspi,128,x1-single,,Micron,,1,n25q128-3.3v-qspi-x1-single,mt25ql
441,0,mt25ql128-qspi-x1-dual_stacked,#NAME?,mt25ql128,qspi,128,x1-dual_stacked,,Micron,,1,n25q128-3.3v-qspi-x1-dual_stacked,mt25ql
442,0,mt25ql256-qspi-x2-single,#NAME?,mt25ql256,qspi,256,x2-single,,Micron,,1,n25q256-3.3v-qspi-x2-single,mt25ql
443,0,mt25ql256-qspi-x2-dual_stacked,#NAME?,mt25ql256,qspi,256,x2-dual_stacked,,Micron,,1,n25q256-3.3v-qspi-x2-dual_stacked,mt25ql
444,0,mt25ql256-qspi-x1-single,#NAME?,mt25ql256,qspi,256,x1-single,,Micron,,1,n25q256-3.3v-qspi-x1-single,mt25ql
445,0,mt25ql256-qspi-x1-dual_stacked,#NAME?,mt25ql256,qspi,256,x1-dual_stacked,,Micron,,1,n25q256-3.3v-qspi-x1-dual_stacked,mt25ql
446,0,mt25ql512-qspi-x2-single,#NAME?,mt25ql512,qspi,512,x2-single,,Micron,,1,n25q512-3.3v-qspi-x2-single,mt25ql
447,0,mt25ql512-qspi-x2-dual_stacked,#NAME?,mt25ql512,qspi,512,x2-dual_stacked,,Micron,,1,n25q512-3.3v-qspi-x2-dual_stacked,mt25ql
448,0,mt25ql512-qspi-x1-single,#NAME?,mt25ql512,qspi,512,x1-single,,Micron,,1,n25q512-3.3v-qspi-x1-single,mt25ql
449,0,mt25ql512-qspi-x1-dual_stacked,#NAME?,mt25ql512,qspi,512,x1-dual_stacked,,Micron,,1,n25q512-3.3v-qspi-x1-dual_stacked,mt25ql
450,0,mt25ql01g-qspi-x2-single,#NAME?,mt25ql01g,qspi,1024,x2-single,,Micron,,1,n25q00a-3.3v-qspi-x2-single,mt25ql
451,0,mt25ql01g-qspi-x2-dual_stacked,#NAME?,mt25ql01g,qspi,1024,x2-dual_stacked,,Micron,,1,n25q00a-3.3v-qspi-x2-dual_stacked,mt25ql
452,0,mt25ql01g-qspi-x1-single,#NAME?,mt25ql01g,qspi,1024,x1-single,,Micron,,1,n25q00a-3.3v-qspi-x1-single,mt25ql
453,0,mt25ql01g-qspi-x1-dual_stacked,#NAME?,mt25ql01g,qspi,1024,x1-dual_stacked,,Micron,,1,n25q00a-3.3v-qspi-x1-dual_stacked,mt25ql
454,0,mt25qu02g-qspi-x4-single,#NAME?,mt25qu02g,qspi,2048,x4-single,,Micron,,1,,mt25qu
455,0,mt25qu02g-qspi-x4-dual_stacked,#NAME?,mt25qu02g,qspi,2048,x4-dual_stacked,,Micron,,1,,mt25qu
456,0,mt25qu02g-qspi-x8-dual_parallel,#NAME?,mt25qu02g,qspi,2048,x8-dual_parallel,,Micron,,1,,mt25qu
457,0,mt25qu02g-qspi-x2-single,#NAME?,mt25qu02g,qspi,2048,x2-single,,Micron,,1,,mt25qu
458,0,mt25qu02g-qspi-x2-dual_stacked,#NAME?,mt25qu02g,qspi,2048,x2-dual_stacked,,Micron,,1,,mt25qu
459,0,mt25qu02g-qspi-x1-single,#NAME?,mt25qu02g,qspi,2048,x1-single,,Micron,,1,,mt25qu
460,0,mt25qu02g-qspi-x1-dual_stacked,#NAME?,mt25qu02g,qspi,2048,x1-dual_stacked,,Micron,,1,,mt25qu
468,0,mx66l1g45g-qspi-x4-single,#NAME?,mx66l1g45g,qspi,1024,x4-single,,Macronix,,1,,mx66l
469,0,mx66l1g45g-qspi-x4-dual_stacked,#NAME?,mx66l1g45g,qspi,1024,x4-dual_stacked,,Macronix,,1,,mx66l
470,0,mx66l1g45g-qspi-x8-dual_parallel,#NAME?,mx66l1g45g,qspi,1024,x8-dual_parallel,,Macronix,,1,,mx66l
471,0,mx66l1g45g-qspi-x2-single,#NAME?,mx66l1g45g,qspi,1024,x2-single,,Macronix,,1,,mx66l
472,0,mx66l1g45g-qspi-x2-dual_stacked,#NAME?,mx66l1g45g,qspi,1024,x2-dual_stacked,,Macronix,,1,,mx66l
473,0,mx66l1g45g-qspi-x1-single,#NAME?,mx66l1g45g,qspi,1024,x1-single,,Macronix,,1,,mx66l
474,0,mx66l1g45g-qspi-x1-dual_stacked,#NAME?,mx66l1g45g,qspi,1024,x1-dual_stacked,,Macronix,,1,,mx66l
475,0,s25fl128l-spi-x1_x2_x4,#NAME?,s25fl128l,spi,128,x1_x2_x4,,Spansion,,1,,s25flxxxl
476,0,s25fl512s-3.3v-qspi-x4-single,#NAME?,s25fl512s-3.3v,qspi,512,x4-single,,Spansion,,1,,s25flxxxs
477,0,s25fl512s-3.3v-qspi-x8-dual_parallel,#NAME?,s25fl512s-3.3v,qspi,512,x8-dual_parallel,,Spansion,,1,,s25flxxxs
478,0,s25fl512s-3.3v-qspi-x4-dual_stacked,#NAME?,s25fl512s-3.3v,qspi,512,x4-dual_stacked,,Spansion,,1,,s25flxxxs
479,0,s25fl512s-3.3v-qspi-x2-single,#NAME?,s25fl512s-3.3v,qspi,512,x2-single,,Spansion,,1,,s25flxxxs
480,0,s25fl512s-3.3v-qspi-x2-dual_stacked,#NAME?,s25fl512s-3.3v,qspi,512,x2-dual_stacked,,Spansion,,1,,s25flxxxs
481,0,s25fl512s-3.3v-qspi-x1-single,#NAME?,s25fl512s-3.3v,qspi,512,x1-single,,Spansion,,1,,s25flxxxs
482,0,s25fl512s-3.3v-qspi-x1-dual_stacked,#NAME?,s25fl512s-3.3v,qspi,512,x1-dual_stacked,,Spansion,,1,,s25flxxxs
498,0,mx25u25635f-qspi-x4-single,#NAME?,mx25u25635f,qspi,256,x4-single,,Macronix,,1,mx25u25645g-qspi-x4-single,mx25u
499,0,mx25u25635f-qspi-x4-dual_stacked,#NAME?,mx25u25635f,qspi,256,x4-dual_stacked,,Macronix,,1,mx25u25645g-qspi-x4-dual_stacked,mx25u
500,0,mx25u25635f-qspi-x8-dual_parallel,#NAME?,mx25u25635f,qspi,256,x8-dual_parallel,,Macronix,,1,mx25u25645g-qspi-x8-dual_parallel,mx25u
501,0,mx25u25635f-qspi-x2-single,#NAME?,mx25u25635f,qspi,256,x2-single,,Macronix,,1,mx25u25645g-qspi-x2-single,mx25u
502,0,mx25u25635f-qspi-x2-dual_stacked,#NAME?,mx25u25635f,qspi,256,x2-dual_stacked,,Macronix,,1,mx25u25645g-qspi-x2-dual_stacked,mx25u
503,0,mx25u25635f-qspi-x1-single,#NAME?,mx25u25635f,qspi,256,x1-single,,Macronix,,1,mx25u25645g-qspi-x1-single,mx25u
504,0,mx25u25635f-qspi-x1-dual_stacked,#NAME?,mx25u25635f,qspi,256,x1-dual_stacked,,Macronix,,1,mx25u25645g-qspi-x1-dual_stacked,mx25u
